Date;Temperature;Air humidity
2022-01-24 13:00:02;4.2;86.7
2022-01-24 13:30:02;4.3;85.9
2022-01-24 14:00:02;4.2;86.3
2022-01-24 14:30:02;4.2;86.4
2022-01-24 15:00:02;4.1;86.7
2022-01-24 15:30:02;3.9;87.1
2022-01-24 16:00:03;3.8;87.4
2022-01-24 16:30:02;3.6;88.1
2022-01-24 17:00:02;3.5;88.9
2022-01-24 17:30:02;3.2;89.5
2022-01-24 18:00:02;3.0;90.2
2022-01-24 18:30:02;2.9;90.8
2022-01-24 19:00:02;2.4;92.2
2022-01-24 19:30:18;0.6;95.5
2022-01-24 20:00:02;-0.1;97.8
2022-01-24 20:30:02;1.5;97.9
2022-01-24 21:00:02;1.6;97.0
2022-01-24 21:30:02;1.6;97.0
2022-01-24 22:00:02;1.3;97.5
2022-01-24 22:30:02;1.3;98.0
2022-01-24 23:00:03;1.4;97.9
2022-01-24 23:30:02;1.6;97.7
2022-01-25 00:00:02;1.5;97.6
2022-01-25 00:30:02;1.3;97.5
2022-01-25 01:00:02;1.0;97.7
2022-01-25 01:30:02;0.3;98.2
2022-01-25 02:00:02;0.1;98.7
2022-01-25 02:30:02;-0.2;99.1
2022-01-25 03:00:02;-0.1;99.5
2022-01-25 03:30:03;-0.8;99.1
2022-01-25 04:00:02;-0.8;99.3
2022-01-25 04:30:02;-0.6;97.8
2022-01-25 05:00:02;-1.4;96.9
2022-01-25 05:30:03;-1.1;97.0
2022-01-25 06:00:02;-1.3;97.5
2022-01-25 06:30:03;-1.9;97.5
2022-01-25 07:00:02;-1.6;97.3
2022-01-25 07:30:02;-1.9;95.5
2022-01-25 08:00:03;-2.0;94.0
2022-01-25 08:30:02;-2.1;93.3
2022-01-25 09:00:02;-2.0;93.4
2022-01-25 09:30:02;-2.1;91.7
2022-01-25 10:00:03;-1.4;88.8
2022-01-25 10:30:02;-1.1;85.2
2022-01-25 11:00:02;-0.6;79.5
2022-01-25 11:30:02;0.0;72.5
2022-01-25 12:00:02;0.5;71.3
2022-01-25 12:30:02;0.9;69.2
2022-01-25 13:00:02;1.2;64.9
2022-01-25 13:30:03;1.3;65.2
2022-01-25 14:00:02;1.2;68.4
2022-01-25 14:30:02;1.0;71.1
2022-01-25 15:00:02;0.6;71.4
2022-01-25 15:30:02;0.3;72.8
2022-01-25 16:00:02;-0.5;76.8
2022-01-25 16:30:03;-1.0;81.3
2022-01-25 17:00:02;-1.5;82.1
2022-01-25 17:30:02;-1.3;82.5
2022-01-25 18:00:02;-1.1;79.9
2022-01-25 18:30:02;-3.0;85.5
2022-01-25 19:00:02;-3.3;90.8
2022-01-25 19:30:02;-2.4;87.5
2022-01-25 20:00:03;-1.8;81.8
2022-01-25 20:30:02;-1.8;82.1
2022-01-25 21:00:02;-1.8;84.0
2022-01-25 21:30:02;-2.2;85.7
2022-01-25 22:00:02;-2.2;87.3
2022-01-25 22:30:02;-2.5;88.3
2022-01-25 23:00:02;-2.5;89.1
2022-01-25 23:30:03;-2.6;89.5
2022-01-26 00:00:02;-2.3;88.0
2022-01-26 00:30:02;-2.2;86.9
2022-01-26 01:00:02;-2.1;86.6
2022-01-26 01:30:03;-2.1;86.4
2022-01-26 02:00:02;-2.1;86.9
2022-01-26 02:30:03;-2.1;86.9
2022-01-26 03:00:02;-2.0;87.1
2022-01-26 03:30:02;-1.8;86.7
2022-01-26 04:00:02;-1.3;86.2
2022-01-26 04:30:02;-1.1;87.8
2022-01-26 05:00:02;-0.7;89.1
2022-01-26 05:30:02;-0.4;89.8
2022-01-26 06:00:02;-0.4;90.5
2022-01-26 06:30:02;-0.1;91.2
2022-01-26 07:00:03;0.1;93.7
2022-01-26 07:30:02;0.1;97.1
2022-01-26 08:00:02;0.2;98.4
2022-01-26 08:30:02;0.5;98.9
